id,name,ig_followers,ig_handle,category,subcategory
11256,Couples Goals Love Forever,76816,osm.pyar,Comedy & Memes,Viral & Memes
13537,Surya,75387,awesome_surya_,Lifestyle & Living,Personal Vlogs
30872,Kaalamadan,73531,kaalamadan,Comedy & Memes,Viral & Memes
43965,Cricketuse,70831,cricketuse,Comedy & Memes,Viral & Memes
32420,Mr.karuthu Kumaru,70018,mr.karuthu_kumaru,Comedy & Memes,Viral & Memes
46740,The Meme Reporter,69799,thememereporter,Comedy & Memes,Viral & Memes
38413,Happy Desi Life,68067,happydesilife,Comedy & Memes,Viral & Memes
32710,Dosti,67696,dosti__karo,Comedy & Memes,Viral & Memes
6346,Kuvelu Tetseo,67350,kuvelutetseo,Arts,Music & Singing
42054,Bgmi Memes,66779,bgmi.memes,Community Pages,Gaming & Anime Community Page
39519,My Cinema Story,66688,mycinemastory,Community Pages,Fan-Page: Movies & Movie-Celebs
46022,Perfect Take Entertainment,66305,perfecttakeentertainment,"News, Media & Magazines",Entertainment
32422,Vaaipilla_raja_vr2.0,64013,vaaipilla_raja_vr2.0,Comedy & Memes,Viral & Memes
7338,Oh Kolkata,63495,ohkolkata,Community Pages,City-focused Content
32452,Break Up Bgm,63049,breakup_bgm,Comedy & Memes,Viral & Memes
