id,name,ig_followers,ig_handle,category,subcategory
16717,Sakshi Jha,1036,culturequestwithsakshi,Lifestyle & Living,Personal Vlogs
49722,Shimmeringshraddha,1032,shimmeringshraddha,Lifestyle & Living,Personal Vlogs
16125,Suvedha Desai,1031,suvedhadesai,Arts,"Acting, Pro (Movies)"
49505,Ankita Singh,1022,aankita_24,Fashion,Style & Grooming
12617,Shaju,1013,heart_stealer_99,Entertainment,Fun-Content
39668,Paarya,999,crazy_paarya,"Family, Kids & Pets",Kids Learning & Crafts
49201,Nirmala Reddy,995,raitubiddanirmala,Lifestyle & Living,Personal Vlogs
47496,Saniyaa,988,saaaannniiiyaaaa,Lifestyle & Living,Personal Vlogs
49213,Ashita Yadav,985,ashitayadav152017,,
29416,Trade With Trend,972,trade_with_trend,"News, Media & Magazines",Business & Finance
54566,Gangesh Singh,968,gangesh.singh1,,
49557,Deeksha Sharma,965,deeksha.rsharma,Fashion,Style & Grooming
20492,Sonali,965,_sonaliroy,,
49067,Krrish Sarkar,955,krrish_sarkar,Lifestyle & Living,Product Reviews / Shopping
49332,Ashi Gautam,950,ashigautam118,,
49178,Princy Mathewt,945,livesimplewithprincy,Fashion,Style & Grooming
1321,Jazaah Khan,942,mystical.baby.jazaah,"Family, Kids & Pets",Family / Couple Vlogs 
49243,Taste Bites With Priya,940,tastebiteswithpriya,Lifestyle & Living,Personal Vlogs
49361,Sarbani Majumder,903,sarbanisfashionworld,Lifestyle & Living,Product Reviews / Shopping
49093,Punjaban,902,thepunjabanbeauty,Beauty,Makeup & Cosmetics
49155,Ketaki,902,letsdiywithketaki,Arts,Crafts & DIY Arts
50689,Sarang Deka,900,sarang,,
11438,Ajay Gohil,886,ajay_x04,,
49232,Tiny Makeup Update,861,anjali29singh,Beauty,Makeup & Cosmetics
50461,Shireen Nandal,811,_shireennandal_,Fashion,Style & Grooming
3240,Varun Saini,804,varun.mp3,,
49149,En Ulagam En Veedu,788,enulagamenveedu,Lifestyle & Living,Personal Vlogs
49239,Rishidha Singh,787,rishidhasingh22,,
51617,Tulaa,772,artisttulaa,Arts,Crafts & DIY Arts
49241,Prakriti Das,771,prakriti.das_,,
49395,Riya,742,riyaruh10,Lifestyle & Living,Personal Vlogs
49339,Mrk Scrunchies India,716,mrk_scrunchies,Lifestyle & Living,Product Reviews / Shopping
47012,Purnendu Bhattacharya,713,actor_purnendu,Arts,"Acting, Pro (TV / Series)"
51825,Dad Jokes & Puns | Daily Humor | Nikhil,686,pop.jokes,Comedy & Memes,Viral & Memes
49224,Utkarshaa Bavaskar,667,makeovers_by_utkarshaa,Fashion,Style & Grooming
49229,Sivaranjani,649,sivaranjani.cls,Lifestyle & Living,Personal Vlogs
49202,Jivika Dabi,647,jivika_with_love,,
49063,Deepthi T,640,deepthi.beautymadeeasy,Beauty,Makeup & Cosmetics
49237,Angel Priyam,629,priyam_the_precious_pearl,Lifestyle & Living,Personal Vlogs
49111,Pratibha Kapruwan,605,pratibhakapruwan,Fashion,Style & Grooming
49469,Deeksha Tyagi,598,reviewwind,Lifestyle & Living,Personal Vlogs
49240,Vishakha Vashistha,585,vishakhavashistha,,
49534,Jagriti Sinha,569,jagriti.sinha91,Lifestyle & Living,Product Reviews / Shopping
49401,Kriti Sinha,555,excusemepleasekriti,Lifestyle & Living,Personal Vlogs
49263,Solanki Poddar,515,houseofsolanki,Lifestyle & Living,Personal Vlogs
48176,Dr.bebika Dhurve,560942,bebika.dhurve,Arts,"Acting, Pro (Movies)"
32581,Ashleelbillu,560928,ashleelbillu,Comedy & Memes,Viral & Memes
21897,Tarini Shah,560672,tarini_shah,Fashion,Style & Grooming
20048,Nikitha,560616,nikitapilli_official,Entertainment,Singing & Music Videos
46894,The Ad Network,560542,theadnetwork,Comedy & Memes,Viral & Memes
32585,Naughtysociety,560399,naughty_societty,Comedy & Memes,Viral & Memes
38223,Srishty Chauhan,560369,_srishtiii07,Lifestyle & Living,Personal-Development
48344,Dr. Vidya Pradeep,560304,vidya.pradeep01,Arts,"Acting, Pro (TV / Series)"
15345,Niki Mehra Madan,560056,nikimehra,Fashion,Style & Grooming
32980,Mohsin Qureshi,559691,chef_mohsin_qureshi,Food ,Cooking & Recipes
8062,Geetanjali Mishra,559154,geetanjali_mishra_official,Arts,"Acting, Pro (Movies)"
47052,Sreejith S,559070,notonthemap,Travel & Places,City-focused Content
43119,Ali Mercchant,558886,alimercchant,Arts,Music & Singing
39640,Badhshaah,558759,iamyash__,Entertainment,Fun-Content
24184,Bhagyashree,558720,bhagyashreemote,Arts,"Acting, Pro (TV / Series)"
7501,Gopika Ramesh,558357,gopika_ramesh_,Arts,"Acting, Pro (TV / Series)"
11663,Anish Singh Thakur,558036,anishsinghthakur,Finance & Investments,Investing
13274,Praveen Tyagi,558036,itz_praveen789,Lifestyle & Living,Personal Vlogs
27751,Yash Soni,557864,soul_viper,Gaming & Anime,ESports / Professional Gaming
52310,Mampi25,557857,mampi_debdas,Food ,Cooking & Recipes
24342,Mukti Gautam,557650,muktigautam,"Family, Kids & Pets",Parenting Tips / Pregnancy
39015,Meghna Datta,557615,meghnadatta_,Lifestyle & Living,Personal Vlogs
23350,Maanvi Gargroo,557376,maanvigagroo,Arts,"Acting, Pro (TV / Series)"
40641,Niha Hanees,557259,the_card_factory_,Arts,Crafts & DIY Arts
26214,Paru And Guru,557193,paru_n_guru,Comedy & Memes,Funny Shorts
11572,Relatablehaiboss,557163,relatablehaiboss,Comedy & Memes,Viral & Memes
23371,Abrar Qazi,557078,abrarqazi47,Arts,"Acting, Pro (TV / Series)"
38626,Anju Lata Mishra,556857,mykitchennndiary,Food ,Cooking & Recipes
26994,Nayana Variyath,556815,nayanavariyath_official,Lifestyle & Living,Personal Vlogs
32590,𝗡𝗔𝗨𝗚𝗛𝗧𝗬𝗛𝗨𝗠𝗢𝗨𝗥𝗦,556651,naughtyhumours,Comedy & Memes,Viral & Memes
32022,Konkona Sensharma,556582,konkona,Arts,"Acting, Pro (TV / Series)"
21697,Preeyal Gor,556443,priyalgor2,Arts,"Acting, Pro (Movies)"
35413,Krishi Thapanda,556273,krishithapanda,Arts,"Acting, Pro (TV / Series)"
48471,The Indian Poop,556136,theindianpoop,Comedy & Memes,Viral & Memes
12241,Startup Pedia,556049,startup.pedia,"News, Media & Magazines",Business & Finance
21949,Jyotika Dilaik,555943,jyotikadilaik,Lifestyle & Living,Personal Vlogs
42733,Sonali Kulkarni,555828,sonalikul,Arts,"Acting, Pro (TV / Series)"
41726,Radhesa,555733,humyog,Fitness,Yoga
30788,Glamrs,555676,beglamrs,Beauty,Skin-Care
2314,Mukul Choudhary,555626,digitalmukul_,Tech,"Software & App: Tips, Hacks & Reviews"
12830,Mohd Zubair Ali,555468,hyderabad.food.diaries,Food ,Food Reviews
33051,Yukti Singh,555433,yrs_666,Fashion,Style & Grooming
25073,Aaditya Kulshreshth,555226,kullubaaazi,Comedy & Memes,Standup Performer
5471,Pallavii Ishpuniyani,555208,pi.sings,Arts,Music & Singing
5778,Nilam Parmar Padhye,555169,nilamparmarr,Beauty,Skin-Care
20270,Sanaea Bubber,555158,sanaeabubber,Arts,Music & Singing
2392,Richa Gautam,555157,crazy_busy_mom,"Family, Kids & Pets",Family / Couple Vlogs 
43021,Ashika Asokan,555047,ashi_angela_official,Arts,"Acting, Pro (TV / Series)"
109,Sumati Jumrani,554915,cozyyylilcorner,Arts,Crafts & DIY Arts
23438,Tanya S Ravichandran,554708,itstanya_official,Arts,"Acting, Pro (TV / Series)"
15819,Monalisha Mahapatra,554578,monalishamahapatra_,Fashion,Style & Grooming
20022,Nancy,554515,nancykhera_95,Entertainment,Fun-Content
32186,Biswa Kalyan Rath,554500,biswakalyanrath,Comedy & Memes,Standup Performer
