id,name,ig_followers,ig_handle,category,subcategory
15957,Dr. Bhoomika Dash,873173,officialbhoomikadash,Lifestyle & Living,Personal Vlogs
24695,Sargun Kaur Luthra,870807,sargun_kaur.luthra,Arts,"Acting, Pro (Movies)"
28779,Shiyas Kaareem,868611,shiyaskareem,Arts,"Acting, Pro (TV / Series)"
8163,Mahir Pandhi,867728,mesmahirising,Arts,"Acting, Pro (TV / Series)"
22379,Jimmy Shergill,866570,jimmysheirgill,Arts,"Acting, Pro (TV / Series)"
43161,Samiksha Jaiswal,859995,samikshajaiswal16,Arts,"Acting, Pro (Movies)"
7500,Srinda,857612,srindaa,Arts,"Acting, Pro (TV / Series)"
39297,Paoli Dam,848302,paoli_dam,Arts,"Acting, Pro (TV / Series)"
9349,P Navdeep,848268,pnavdeep,Arts,"Acting, Pro (TV / Series)"
13597,Siddhi Idnani,845764,siddhi_idnani,Arts,"Acting, Pro (TV / Series)"
13837,Decbchandrima,845559,debchandrima_official,Arts,"Acting, Pro (Movies)"
16499,Shivani Singh,842944,shivani.singhh,Fashion,Style & Grooming
8866,Sneha Tomar,837874,tomar.sneha,Entertainment,Entertaining Dance Videos
31612,Darling Krishna,837857,darling_krishnaa,Arts,"Acting, Pro (TV / Series)"
24715,Shafaq Naaz,837306,shafaqnaaz777,Arts,"Acting, Pro (TV / Series)"
31821,Mohit Raina,834318,merainna,Arts,"Acting, Pro (TV / Series)"
32193,Dhruvjurel,832197,dhruvjurel,Sports,Professional: Team Sports
10159,Vaishali Thaniga,831641,_vaishalithaniga,Arts,"Acting, Pro (TV / Series)"
83,Drishya,831349,drishya__raghunath,Arts,"Acting, Pro (TV / Series)"
32212,Kanmani Manoharan,830209,kanmani_manoharan,Arts,"Acting, Pro (Movies)"
15136,Natasha Singh,829299,natashasingh007,Arts,"Acting, Pro (TV / Series)"
11055,Sana Saeed,825283,sanaofficial,Arts,"Acting, Pro (Movies)"
8057,Ravi P Bhatia,825132,ravi.bhatia,Arts,"Acting, Pro (Movies)"
41249,Vaikha Rose,823151,vaikharose,Entertainment,Fun-Content
14524,Karan Singh Chhabra,822813,karansinghchhabra,Arts,"Acting, Pro (TV / Series)"
39376,Amulya,811566,nimmaamulya,Arts,"Acting, Pro (TV / Series)"
16455,Sejal Kumar,810273,sejalkumar1195,Arts,Music & Singing
30739,Nishvika Naidu,810206,nishvika_,Arts,"Acting, Pro (TV / Series)"
6491,Naina Singh,809662,nonaberrry,Arts,"Acting, Pro (Movies)"
32156,Ahan Shetty,809188,ahan.shetty,Arts,"Acting, Pro (TV / Series)"
9792,Sameera Sherief,808688,sameerasherief,Arts,"Acting, Pro (Movies)"
22280,Simple Kaul,808629,simplekaul,Arts,"Acting, Pro (Movies)"
24094,Aartii Naagpal,807194,aartiinaagpal,Arts,"Acting, Pro (TV / Series)"
7562,Pankhuri Awasthy Rode,804562,pankhuri313,Arts,"Acting, Pro (Movies)"
8634,Devika Sanjay,804303,_._d.e.v.u_._,Arts,"Acting, Pro (TV / Series)"
28142,Zeenat Aman,803838,thezeenataman,Arts,"Acting, Pro (TV / Series)"
41209,Jesmin Roy,803773,jasmineroyofficial,Arts,"Acting, Pro (TV / Series)"
24612,Prajwal Devaraj,803606,prajwaldevaraj,Arts,"Acting, Pro (TV / Series)"
14642,Ashna Zaveri,803097,iashnazaveri,Fashion,Style & Grooming
45735,Puneet Issar,802965,impuneetissar,Arts,"Acting, Pro (TV / Series)"
23333,Aindrita Ray,800734,aindrita_ray,Arts,"Acting, Pro (TV / Series)"
14778,Sayani G,798294,sayanigupta,Arts,"Acting, Pro (Movies)"
21779,Aamir Ali,796102,aamirali,Arts,"Acting, Pro (TV / Series)"
6596,Smiriti Kalra,795645,smiritikalra5,Arts,"Acting, Pro (TV / Series)"
15302,Sayantani,794751,sayantanighosh0609,Arts,"Acting, Pro (Movies)"
13248,Krishna Kaul,794134,kaul_me,Arts,"Acting, Pro (Movies)"
28771,Yesha Rughani,793907,yesharughani,Arts,"Acting, Pro (Movies)"
15376,Maya S Krishnan,767932,mayaskrishnan,Arts,"Acting, Pro (TV / Series)"
47005,Rahul.k.p,760995,rahulkp_r7_,Sports,Professional: Team Sports
5372,Tannaz Irani,758770,tannazirani_,Entertainment,Singing & Music Videos
9345,Kaushal Manda,757475,kaushalmanda,Arts,"Acting, Pro (Movies)"
33519,Richa Chetry,755541,richachetryofficial12,Entertainment,Fun-Content
31991,Abhishek Banerjee,754653,nowitsabhi,Arts,"Acting, Pro (TV / Series)"
13433,Raja Vetri Prabhu,752989,raja_vetri_prabhu_,"Family, Kids & Pets",Family / Couple Vlogs 
43137,Sapthami Gowda,752717,sapthami_gowda,Arts,"Acting, Pro (TV / Series)"
42738,Anup Soni,752228,anupsoni3,Arts,"Acting, Pro (Movies)"
22278,Gautam Rode,750909,rodegautam,Arts,"Acting, Pro (TV / Series)"
7553,Vatsal Sheth,750834,vatsalsheth,Arts,"Acting, Pro (TV / Series)"
39602,Kishen Bilagali,746122,kishenbilagali,Arts,Professional Dancing
23500,Darshan,745301,darshan_offl,Arts,"Acting, Pro (Movies)"
47388,Priya Ahuja Rajda,744003,priyaahujarajda,Fashion,Style & Grooming
23349,Anupria Goenka,743256,goenkaanupriya,Arts,"Acting, Pro (TV / Series)"
11052,Ankiita Bhargava,742530,ankzbhargava,Arts,"Acting, Pro (TV / Series)"
24115,Aishwaryaa Dutta,741847,aishwarya4547,Arts,"Acting, Pro (TV / Series)"
24701,Isha Keskar,741177,ishagramss,Arts,"Acting, Pro (TV / Series)"
28428,Rubina Bajwa,740992,rubina.bajwa,Arts,"Acting, Pro (TV / Series)"
8945,Riya S Soni,740575,riyasoniofficial,Arts,"Acting, Pro (Movies)"
28753,Rohini,792186,actressrohini,Entertainment,Singing & Music Videos
44633,Abhishek Malik,791986,abhishek__malik,Arts,"Acting, Pro (Movies)"
23404,Rajniesh Duggall,791785,rajnieshduggall,Arts,"Acting, Pro (TV / Series)"
16433,Chhavi Mittal,790426,chhavihussein,Arts,"Acting, Pro (Movies)"
21963,Vedika,790181,vedikabhandari,Arts,"Acting, Pro (Movies)"
15808,Rohit Khandelwal,789627,rohit_khandelwal77,Arts,"Acting, Pro (TV / Series)"
24697,Mrunmayee Deshpande,787418,mrunmayeedeshpande,Arts,"Acting, Pro (TV / Series)"
42852,Roshmi Banik,782681,roshmibanik,Arts,"Acting, Pro (TV / Series)"
17390,Omkar Sharma,779560,omkarsharma2235,Arts,"Acting, Pro (Movies)"
